day,site,waterLevel
2018-01-20,DB Wetland Well Shallow,0.6556585301388892
2018-01-20,DF Wetland Well Shallow,0.40691638160736093
2018-01-20,DK Upland Well 1,0.3785714874995885
2018-01-20,DK Wetland Well Shallow,0.3269898525833338
2018-01-20,GR Wetland Well Shallow,0.08210937633333333
2018-01-20,ND Upland Well 1,0.5343056063955605
2018-01-20,ND Wetland Well Shallow,0.44385620762500033
2018-01-20,P-26 Deep Well,-0.5444783509755272
2018-01-20,QB Upland Well 1,0.5065533758197338
2018-01-20,QB Wetland Well Shallow,0.3514231347638893
2018-01-20,TB Upland Well 2,0.5852323009228296
2018-01-20,TB Upland Well 3,0.6288242116763285
2018-01-20,TB Wetland Well Shallow,0.49052221447431643
2018-01-21,BB Upland Well 1,0.5175095209480823
2018-01-21,BB Wetland Well Shallow,0.39219013762037075
2018-01-21,DB Upland Well 1,0.753712173355558
2018-01-21,DB Wetland Well Shallow,0.6610001398009263
2018-01-21,DF Wetland Well Shallow,0.40738953640828685
2018-01-21,DK Upland Well 1,0.3638469195366255
2018-01-21,DK Wetland Well Shallow,0.3291179279675931
2018-01-21,GR Wetland Well Shallow,0.082079909125
2018-01-21,ND Upland Well 1,0.5236885980575976
2018-01-21,ND Wetland Well Shallow,0.44961597330092623
2018-01-21,P-26 Deep Well,-0.559354814730157
2018-01-21,QB Upland Well 1,0.5003845419123264
2018-01-21,QB Wetland Well Shallow,0.35084257889814857
2018-01-21,TB Upland Well 2,0.5753163500848666
2018-01-21,TB Upland Well 3,0.6203128543244766
2018-01-21,TB Wetland Well Shallow,0.4937525080391313
2018-01-22,BB Upland Well 1,0.5137950964295638
2018-01-22,BB Wetland Well Shallow,0.3881227058657411
2018-01-22,DB Upland Well 1,0.7578255161148172
2018-01-22,DB Wetland Well Shallow,0.6630878512685189
2018-01-22,DF Wetland Well Shallow,0.4065944144592127
2018-01-22,DK Upland Well 1,0.3661399912819958
2018-01-22,DK Wetland Well Shallow,0.32784445819907443
2018-01-22,GR Wetland Well Shallow,0.08484687129166667
2018-01-22,ND Upland Well 1,0.5249640742196345
2018-01-22,ND Wetland Well Shallow,0.45319573340740754
2018-01-22,P-26 Deep Well,-0.5621568022903423
2018-01-22,QB Upland Well 1,0.49709641700491874
2018-01-22,QB Wetland Well Shallow,0.3473271414074077
2018-01-22,TB Upland Well 2,0.5730454666913479
2018-01-22,TB Upland Well 3,0.6228385496948469
2018-01-22,TB Wetland Well Shallow,0.49338262349283485
2018-01-23,BB Upland Well 1,0.5985704156054895
2018-01-23,BB Wetland Well Shallow,0.39664562948611126
2018-01-23,DB Upland Well 1,0.7976811070824096
2018-01-23,DB Wetland Well Shallow,0.6741809649861112
2018-01-23,DF Wetland Well Shallow,0.4106656229545828
2018-01-23,DK Upland Well 1,0.4136661426940326
2018-01-23,DK Wetland Well Shallow,0.33952568126388916
2018-01-23,GR Wetland Well Shallow,0.10576714754166666
2018-01-23,ND Upland Well 1,0.5499016572844492
2018-01-23,ND Wetland Well Shallow,0.46478489841666676
2018-01-23,P-26 Deep Well,-0.5143923621421943
2018-01-23,QB Upland Well 1,0.5149908506808447
2018-01-23,QB Wetland Well Shallow,0.3535344508611113
2018-01-23,TB Upland Well 2,0.6060770772561627
2018-01-23,TB Upland Well 3,0.6804071727596616
2018-01-23,TB Wetland Well Shallow,0.5050783634048717
2018-01-24,BB Upland Well 1,0.6706108010499338
2018-01-24,BB Wetland Well Shallow,0.4237153007222221
2018-01-24,DB Upland Well 1,0.883084073360187
2018-01-24,DB Wetland Well Shallow,0.7021230633333331
2018-01-24,DF Wetland Well Shallow,0.4308065092323604
2018-01-24,DK Upland Well 1,0.5292786680412546
2018-01-24,DK Wetland Well Shallow,0.3826640860972222
2018-01-24,GR Wetland Well Shallow,0.12810770958333334
2018-01-24,ND Upland Well 1,0.611462649381671
2018-01-24,ND Wetland Well Shallow,0.4973164449027776
2018-01-24,P-26 Deep Well,-0.42116906404497223
2018-01-24,QB Upland Well 1,0.5479660461808443
2018-01-24,QB Wetland Well Shallow,0.38116107333333327
2018-01-24,TB Upland Well 2,0.6913936505894958
2018-01-24,TB Upland Well 3,0.7441460460096613
2018-01-24,TB Wetland Well Shallow,0.5385425288076492
2018-01-25,BB Upland Well 1,0.6094279551193782
2018-01-25,BB Wetland Well Shallow,0.41786005431944445
2018-01-25,DB Upland Well 1,0.8434874251796316
2018-01-25,DB Wetland Well Shallow,0.7094480519999999
2018-01-25,DF Wetland Well Shallow,0.4324833821212494
2018-01-25,DK Upland Well 1,0.5259642239718102
2018-01-25,DK Wetland Well Shallow,0.3909843639722223
2018-01-25,GR Wetland Well Shallow,0.128355691375
2018-01-25,ND Upland Well 1,0.6250624567427824
2018-01-25,ND Wetland Well Shallow,0.509528654111111
2018-01-25,P-26 Deep Well,-0.4475153714060833
2018-01-25,QB Upland Well 1,0.5394793556669557
2018-01-25,QB Wetland Well Shallow,0.3806377586944445
2018-01-25,TB Upland Well 2,0.6556931825756069
2018-01-25,TB Upland Well 3,0.698334062801328
2018-01-25,TB Wetland Well Shallow,0.5435628794604271
2018-01-26,BB Upland Well 1,0.5761411785082677
2018-01-26,BB Wetland Well Shallow,0.413302472430556
2018-01-26,DB Upland Well 1,0.821924241943521
2018-01-26,DB Wetland Well Shallow,0.7140817588194449
2018-01-26,DF Wetland Well Shallow,0.43303537638513884
2018-01-26,DK Upland Well 1,0.5179094981801441
2018-01-26,DK Wetland Well Shallow,0.3973873558055561
2018-01-26,GR Wetland Well Shallow,0.12742401695833333
2018-01-26,ND Upland Well 1,0.6281379039372273
2018-01-26,ND Wetland Well Shallow,0.5204276197500004
2018-01-26,P-26 Deep Well,-0.4667933904477493
2018-01-26,QB Upland Well 1,0.5353601117502894
2018-01-26,QB Wetland Well Shallow,0.37989881576388934
2018-01-26,TB Upland Well 2,0.6350257950339407
2018-01-26,TB Upland Well 3,0.6856399650791063
2018-01-26,TB Wetland Well Shallow,0.5471701389604275
2018-01-27,BB Upland Well 1,0.5672126093277118
2018-01-27,BB Wetland Well Shallow,0.4096173176527778
2018-01-27,DB Upland Well 1,0.8269035205407429
2018-01-27,DB Wetland Well Shallow,0.7173586715277778
2018-01-27,DF Wetland Well Shallow,0.4307286139545829
2018-01-27,DK Upland Well 1,0.5295035021384771
2018-01-27,DK Wetland Well Shallow,0.40192086097222246
2018-01-27,GR Wetland Well Shallow,0.12850624983333334
2018-01-27,ND Upland Well 1,0.6363714347983379
2018-01-27,ND Wetland Well Shallow,0.5276021289027779
2018-01-27,P-26 Deep Well,-0.46477731903108305
2018-01-27,QB Upland Well 1,0.5343591574308446
2018-01-27,QB Wetland Well Shallow,0.37752902897222235
2018-01-27,TB Upland Well 2,0.6364002926172737
2018-01-27,TB Upland Well 3,0.6902396812318837
2018-01-27,TB Wetland Well Shallow,0.5491943539743162
2018-01-28,BB Upland Well 1,0.6521369917397485
2018-01-28,BB Wetland Well Shallow,0.4272090219537036
2018-01-28,DB Upland Well 1,0.8923494806055574
2018-01-28,DB Wetland Well Shallow,0.7372943155509257
2018-01-28,DF Wetland Well Shallow,0.44426586904717524
2018-01-28,DK Upland Well 1,0.6003171549810695
2018-01-28,DK Wetland Well Shallow,0.42632167475925925
2018-01-28,GR Wetland Well Shallow,0.15894081258333334
2018-01-28,ND Upland Well 1,0.6754544462381527
2018-01-28,ND Wetland Well Shallow,0.5500265270509259
2018-01-28,P-26 Deep Well,-0.40091829821626845
2018-01-28,QB Upland Well 1,0.5713450155512148
2018-01-28,QB Wetland Well Shallow,0.39420794224537026
2018-01-28,TB Upland Well 2,0.6905461263626439
2018-01-28,TB Upland Well 3,0.7696320826439206
2018-01-28,TB Wetland Well Shallow,0.571125533386353
2018-01-29,BB Upland Well 1,0.7134338480314152
2018-01-29,BB Wetland Well Shallow,0.44428933195370357
2018-01-29,DB Upland Well 1,1.0091449519666684
2018-01-29,DB Wetland Well Shallow,0.7777421466759256
2018-01-29,DF Wetland Well Shallow,0.47394998906106395
2018-01-29,DK Upland Well 1,0.7885217059671805
2018-01-29,DK Wetland Well Shallow,0.483920629773148
2018-01-29,GR Wetland Well Shallow,0.197430564875
2018-01-29,ND Upland Well 1,0.808953851779819
2018-01-29,ND Wetland Well Shallow,0.5946332578703702
2018-01-29,P-26 Deep Well,-0.28889320448015743
2018-01-29,QB Upland Well 1,0.6303698082178814
2018-01-29,QB Wetland Well Shallow,0.43008084207870345
2018-01-29,TB Upland Well 2,0.8126165243070882
2018-01-29,TB Upland Well 3,0.8441527245466982
2018-01-29,TB Wetland Well Shallow,0.6190916750946862
2018-01-30,BB Upland Well 1,0.6721415612814151
2018-01-30,BB Wetland Well Shallow,0.4329676073981479
2018-01-30,DB Upland Well 1,0.9652375083000018
2018-01-30,DB Wetland Well Shallow,0.790792438259259
2018-01-30,DF Wetland Well Shallow,0.47936441900550836
2018-01-30,DK Upland Well 1,0.7795417967171804
2018-01-30,DK Wetland Well Shallow,0.5056003018564814
2018-01-30,GR Wetland Well Shallow,0.20554832095833334
2018-01-30,ND Upland Well 1,0.8053083527798192
2018-01-30,ND Wetland Well Shallow,0.6138443577870368
2018-01-30,P-26 Deep Well,-0.30623163110515766
2018-01-30,QB Upland Well 1,0.6223395132178813
2018-01-30,QB Wetland Well Shallow,0.4310527627037036
2018-01-30,TB Upland Well 2,0.776879941209866
2018-01-30,TB Upland Well 3,0.8058179798661426
2018-01-30,TB Wetland Well Shallow,0.6334127219141307
2018-01-31,BB Upland Well 1,0.6345095264249337
2018-01-31,BB Wetland Well Shallow,0.4263874628194443
2018-01-31,DB Upland Well 1,0.932942008110187
2018-01-31,DB Wetland Well Shallow,0.797544778611111
2018-01-31,DF Wetland Well Shallow,0.4828217891073603
2018-01-31,DK Upland Well 1,0.7577851735412547
2018-01-31,DK Wetland Well Shallow,0.5187513852083333
2018-01-31,GR Wetland Well Shallow,0.20829431045833333
2018-01-31,ND Upland Well 1,0.7863467537983377
2018-01-31,ND Wetland Well Shallow,0.627883093236111
2018-01-31,P-26 Deep Well,-0.32842269748941677
2018-01-31,QB Upland Well 1,0.6099405913891777
2018-01-31,QB Wetland Well Shallow,0.4306769769999999
2018-01-31,TB Upland Well 2,0.747836922936718
2018-01-31,TB Upland Well 3,0.7909759788707723
2018-01-31,TB Wetland Well Shallow,0.6409217086687604
2018-02-01,BB Upland Well 1,0.6189655237443782
2018-02-01,BB Wetland Well Shallow,0.42372202804166653
2018-02-01,DB Upland Well 1,0.9280013230824092
2018-02-01,DB Wetland Well Shallow,0.8032375071388889
2018-02-01,DF Wetland Well Shallow,0.4830565371490271
2018-02-01,DK Upland Well 1,0.7642302996384768
2018-02-01,DK Wetland Well Shallow,0.5293550569305554
2018-02-01,GR Wetland Well Shallow,0.21032585120833333
2018-02-01,ND Upland Well 1,0.784885155131671
2018-02-01,ND Wetland Well Shallow,0.637270182347222
2018-02-01,P-26 Deep Well,-0.3299544019060834
2018-02-01,QB Upland Well 1,0.6057455766114
2018-02-01,QB Wetland Well Shallow,0.4306844124583332
2018-02-01,TB Upland Well 2,0.7435664913672735
2018-02-01,TB Upland Well 3,0.7942691787735502
2018-02-01,TB Wetland Well Shallow,0.6488790653632048
2018-02-02,BB Upland Well 1,0.6461608896332671
2018-02-02,BB Wetland Well Shallow,0.4279531579027777
2018-02-02,DB Upland Well 1,0.9322763575546317
2018-02-02,DB Wetland Well Shallow,0.8127240897638888
2018-02-02,DF Wetland Well Shallow,0.48849114905180485
2018-02-02,DK Upland Well 1,0.776039223749588
2018-02-02,DK Wetland Well Shallow,0.5438842965833334
2018-02-02,GR Wetland Well Shallow,0.22081463625
2018-02-02,ND Upland Well 1,0.7820196711177823
2018-02-02,ND Wetland Well Shallow,0.6529919278888888
2018-02-02,P-26 Deep Well,-0.30604161383663886
2018-02-02,QB Upland Well 1,0.6028627431947334
2018-02-02,QB Wetland Well Shallow,0.43517719963888885
2018-02-02,TB Upland Well 2,0.7587121659228292
2018-02-02,TB Upland Well 3,0.8192321368152169
2018-02-02,TB Wetland Well Shallow,0.6606182377937605
2018-02-03,BB Upland Well 1,0.6159725747304895
2018-02-03,BB Wetland Well Shallow,0.42596187134722224
2018-02-03,DB Upland Well 1,0.9228545696379651
2018-02-03,DB Wetland Well Shallow,0.8183828276249999
2018-02-03,DF Wetland Well Shallow,0.491027702551805
2018-02-03,DK Upland Well 1,0.7707986419023659
2018-02-03,DK Wetland Well Shallow,0.5561489080694446
2018-02-03,GR Wetland Well Shallow,0.22329243304166665
2018-02-03,ND Upland Well 1,0.785559657423338
2018-02-03,ND Wetland Well Shallow,0.6649070728333334
2018-02-03,P-26 Deep Well,-0.31957839683663863
2018-02-03,QB Upland Well 1,0.597821148375289
2018-02-03,QB Wetland Well Shallow,0.4364136101388889
2018-02-03,TB Upland Well 2,0.7483782951172737
2018-02-03,TB Upland Well 3,0.8048246970513281
2018-02-03,TB Wetland Well Shallow,0.6687274902798717
2018-02-04,BB Upland Well 1,0.6228825940082674
2018-02-04,BB Wetland Well Shallow,0.4243696210555558
2018-02-04,DB Upland Well 1,0.9291297424018541
2018-02-04,DB Wetland Well Shallow,0.822463123902778
2018-02-04,DF Wetland Well Shallow,0.49305970709347174
2018-02-04,DK Upland Well 1,0.7868001023051437
2018-02-04,DK Wetland Well Shallow,0.5667100914583336
2018-02-04,GR Wetland Well Shallow,0.23130078525
2018-02-04,ND Upland Well 1,0.7975130418677825
2018-02-04,ND Wetland Well Shallow,0.6712335856666668
2018-02-04,P-26 Deep Well,-0.3159321896977498
2018-02-04,QB Upland Well 1,0.6051889794447337
2018-02-04,QB Wetland Well Shallow,0.4385263425138891
2018-02-04,TB Upland Well 2,0.7530509495756071
2018-02-04,TB Upland Well 3,0.8205595431624394
2018-02-04,TB Wetland Well Shallow,0.6741858248354273
2018-02-05,BB Upland Well 1,0.722993959077712
2018-02-05,BB Wetland Well Shallow,0.4493619668611114
2018-02-05,DB Upland Well 1,1.0380170727212985
2018-02-05,DB Wetland Well Shallow,0.8596984829583336
2018-02-05,DF Wetland Well Shallow,0.5283657417462496
2018-02-05,DK Upland Well 1,0.8821435682356994
2018-02-05,DK Wetland Well Shallow,0.6203501960138893
2018-02-05,GR Wetland Well Shallow,0.264924225
2018-02-05,ND Upland Well 1,0.8929460873677827
2018-02-05,ND Wetland Well Shallow,0.7076205943333336
2018-02-05,P-26 Deep Well,-0.2203876123227496
2018-02-05,QB Upland Well 1,0.6901911391114004
2018-02-05,QB Wetland Well Shallow,0.47408270426388915
2018-02-05,TB Upland Well 2,0.8671685937283851
2018-02-05,TB Upland Well 3,0.9074248162457729
2018-02-05,TB Wetland Well Shallow,0.7165966169604274
2018-02-06,BB Upland Well 1,0.6680073284249342
2018-02-06,BB Wetland Well Shallow,0.43557273234722255
2018-02-06,DB Upland Well 1,0.9911099527212985
2018-02-06,DB Wetland Well Shallow,0.8685526975555558
2018-02-06,DF Wetland Well Shallow,0.5325483640934718
2018-02-06,DK Upland Well 1,0.8578713996801438
2018-02-06,DK Wetland Well Shallow,0.6388014629027782
2018-02-06,GR Wetland Well Shallow,0.269740127
2018-02-06,ND Upland Well 1,0.8816006401594492
2018-02-06,ND Wetland Well Shallow,0.7183811188194447
2018-02-06,P-26 Deep Well,-0.25893267425330513
2018-02-06,QB Upland Well 1,0.6724044605697337
2018-02-06,QB Wetland Well Shallow,0.4779020513611114
2018-02-06,TB Upland Well 2,0.826765375353385
2018-02-06,TB Upland Well 3,0.8639128681485505
2018-02-06,TB Wetland Well Shallow,0.7285248624743162
2018-02-07,BB Upland Well 1,0.6618433334666006
2018-02-07,BB Wetland Well Shallow,0.43230396323611125
2018-02-07,DB Upland Well 1,0.9844435332212984
2018-02-07,DB Wetland Well Shallow,0.8734569134305555
2018-02-07,DF Wetland Well Shallow,0.5361099486351384
2018-02-07,DK Upland Well 1,0.866196634527366
2018-02-07,DK Wetland Well Shallow,0.6499355306527781
2018-02-07,GR Wetland Well Shallow,0.2786756430833333
2018-02-07,ND Upland Well 1,0.8803486506038936
2018-02-07,ND Wetland Well Shallow,0.7286813530277779
2018-02-07,P-26 Deep Well,-0.26185126868386077
2018-02-07,QB Upland Well 1,0.6726498306947336
2018-02-07,QB Wetland Well Shallow,0.4815142678333335
2018-02-07,TB Upland Well 2,0.8267820166172738
2018-02-07,TB Upland Well 3,0.8765726211346615
2018-02-07,TB Wetland Well Shallow,0.7365378080715383
2018-02-08,BB Upland Well 1,0.7187985902304893
2018-02-08,BB Wetland Well Shallow,0.4479616222083332
2018-02-08,DB Upland Well 1,1.0491766334712982
2018-02-08,DB Wetland Well Shallow,0.901470179736111
2018-02-08,DF Wetland Well Shallow,0.5622335463156937
2018-02-08,DK Upland Well 1,0.9190825711662545
2018-02-08,DK Wetland Well Shallow,0.6794199555
2018-02-08,GR Wetland Well Shallow,0.3005805235833333
2018-02-08,ND Upland Well 1,0.9386954002844488
2018-02-08,ND Wetland Well Shallow,0.7595923236666665
2018-02-08,P-26 Deep Well,-0.1995081371838611
2018-02-08,QB Upland Well 1,0.7275157236669556
2018-02-08,QB Wetland Well Shallow,0.5079409489583333
2018-02-08,TB Upland Well 2,0.8963506432700512
2018-02-08,TB Upland Well 3,0.9273890218707723
2018-02-08,TB Wetland Well Shallow,0.7626514918076492
2018-02-09,BB Upland Well 1,0.665376946522156
2018-02-09,BB Wetland Well Shallow,0.4378731215277777
2018-02-09,DB Upland Well 1,1.0080018977768537
2018-02-09,DB Wetland Well Shallow,0.9075534468611108
2018-02-09,DF Wetland Well Shallow,0.5649120816629158
2018-02-09,DK Upland Well 1,0.8921747096662546
2018-02-09,DK Wetland Well Shallow,0.67706822625
2018-02-09,GR Wetland Well Shallow,0.30409591258333335
2018-02-09,ND Upland Well 1,0.9252481968538933
2018-02-09,ND Wetland Well Shallow,0.7725349781388887
2018-02-09,P-26 Deep Well,-0.23867105029497235
2018-02-09,QB Upland Well 1,0.7071914294169556
2018-02-09,QB Wetland Well Shallow,0.5111505884722222
2018-02-09,TB Upland Well 2,0.8574044206589401
2018-02-09,TB Upland Well 3,0.8946960197179945
2018-02-09,TB Wetland Well Shallow,0.7653721614187603
2018-02-10,BB Upland Well 1,0.672328028286045
2018-02-10,BB Wetland Well Shallow,0.43871602690277783
2018-02-10,DB Upland Well 1,1.014367999401854
2018-02-10,DB Wetland Well Shallow,0.9138142845972222
2018-02-10,DF Wetland Well Shallow,0.5694767449406937
2018-02-10,DK Upland Well 1,0.8988006408468103
2018-02-10,DK Wetland Well Shallow,0.6757290207777779
2018-02-10,GR Wetland Well Shallow,0.3156727595
2018-02-10,ND Upland Well 1,0.8892186253705345
2018-02-10,ND Wetland Well Shallow,0.7867695535098038
2018-02-10,P-26 Deep Well,-0.23375916929497206
2018-02-10,QB Upland Well 1,0.7117699014030668
2018-02-10,QB Wetland Well Shallow,0.5149876390416667
2018-02-10,TB Upland Well 2,0.8650335950314894
2018-02-10,TB Upland Well 3,0.9151039288291059
2018-02-10,TB Wetland Well Shallow,0.7696148511687605
2018-02-11,BB Upland Well 1,0.7845974395082672
2018-02-11,BB Wetland Well Shallow,0.5143188390000001
2018-02-11,DB Upland Well 1,1.2529683836101873
2018-02-11,DB Wetland Well Shallow,1.0568790484305555
2018-02-11,DF Wetland Well Shallow,0.6683318716212493
2018-02-11,DK Upland Well 1,1.0348395568468103
2018-02-11,DK Wetland Well Shallow,0.735541024652778
2018-02-11,GR Wetland Well Shallow,0.4278956111666667
2018-02-11,ND Upland Well 1,1.0182897518586216
2018-02-11,ND Wetland Well Shallow,0.918141434263889
2018-02-11,P-26 Deep Well,-0.076074217808861
2018-02-11,QB Upland Well 1,0.9228229077086225
2018-02-11,QB Wetland Well Shallow,0.6133757481250001
2018-02-11,TB Upland Well 2,1.1030369111172738
2018-02-11,TB Upland Well 3,1.0730507128291058
2018-02-11,TB Wetland Well Shallow,0.8614584650437604
2018-02-12,BB Upland Well 1,0.7348446633832675
2018-02-12,BB Wetland Well Shallow,0.4761544017222226
2018-02-12,DB Upland Well 1,1.2052483201657431
2018-02-12,DB Wetland Well Shallow,1.151814272291667
2018-02-12,DF Wetland Well Shallow,0.7314019076906941
2018-02-12,DK Upland Well 1,0.9835880047634773
2018-02-12,DK Wetland Well Shallow,0.708185265305556
2018-02-12,GR Wetland Well Shallow,0.4296073180833333
2018-02-12,ND Upland Well 1,1.0008363581316715
2018-02-12,ND Wetland Well Shallow,1.0201668987500003
2018-02-12,P-26 Deep Well,-0.11692568810052727
2018-02-12,QB Upland Well 1,0.8914757235141781
2018-02-12,QB Wetland Well Shallow,0.6767686955277782
2018-02-12,TB Upland Well 2,1.041505660853385
2018-02-12,TB Upland Well 3,1.025079260079106
2018-02-12,TB Wetland Well Shallow,0.8860737268909831
2018-02-13,BB Upland Well 1,0.7143238605916009
2018-02-13,BB Wetland Well Shallow,0.4525174337500005
2018-02-13,DB Upland Well 1,1.178302219165743
2018-02-13,DB Wetland Well Shallow,1.1422494403194448
2018-02-13,DF Wetland Well Shallow,0.7343736125379164
2018-02-13,DK Upland Well 1,0.9577586387912551
2018-02-13,DK Wetland Well Shallow,0.6944278970416672
2018-02-13,GR Wetland Well Shallow,0.41159849891666667
2018-02-13,ND Upland Well 1,1.0003827951733384
2018-02-13,ND Wetland Well Shallow,1.0291110469861113
2018-02-13,P-26 Deep Well,-0.15781185719774948
2018-02-13,QB Upland Well 1,0.866388841166956
2018-02-13,QB Wetland Well Shallow,0.6801309389722227
2018-02-13,TB Upland Well 2,0.9891780917283851
2018-02-13,TB Upland Well 3,0.9929676399541062
2018-02-13,TB Wetland Well Shallow,0.8619863825854275
2018-02-14,BB Upland Well 1,0.7054746029666005
2018-02-14,BB Wetland Well Shallow,0.4427599879999999
2018-02-14,DB Upland Well 1,1.163408996124076
2018-02-14,DB Wetland Well Shallow,1.126657992333333
2018-02-14,DF Wetland Well Shallow,0.7323033684962492
2018-02-14,DK Upland Well 1,0.9534319101801435
2018-02-14,DK Wetland Well Shallow,0.6861483371527778
2018-02-14,GR Wetland Well Shallow,0.4014888042083333
2018-02-14,ND Upland Well 1,0.9983553935344489
2018-02-14,ND Wetland Well Shallow,1.025258417361111
2018-02-14,P-26 Deep Well,-0.1806627910033054
2018-02-14,QB Upland Well 1,0.8543019725419556
2018-02-14,QB Wetland Well Shallow,0.6781003507083333
2018-02-14,TB Upland Well 2,0.9661147162561624
2018-02-14,TB Upland Well 3,0.9768521691902169
2018-02-14,TB Wetland Well Shallow,0.8447109803215381
2018-02-15,BB Upland Well 1,0.6988676671332671
2018-02-15,BB Wetland Well Shallow,0.4395528269722222
2018-02-15,DB Upland Well 1,1.1508682104712982
2018-02-15,DB Wetland Well Shallow,1.115015480861111
2018-02-15,DF Wetland Well Shallow,0.7298567486351383
2018-02-15,DK Upland Well 1,0.941811351013477
2018-02-15,DK Wetland Well Shallow,0.6809651145555556
2018-02-15,GR Wetland Well Shallow,0.39599503841666667
2018-02-15,ND Upland Well 1,0.9957009349094489
2018-02-15,ND Wetland Well Shallow,1.0202306312499998
2018-02-15,P-26 Deep Well,-0.197389031558861
2018-02-15,QB Upland Well 1,0.8446992551391778
2018-02-15,QB Wetland Well Shallow,0.6749374483611111
2018-02-15,TB Upland Well 2,0.9491473544089403
2018-02-15,TB Upland Well 3,0.9646590797318836
2018-02-15,TB Wetland Well Shallow,0.8336371043770938
2018-02-16,BB Upland Well 1,0.6959260581888226
2018-02-16,BB Wetland Well Shallow,0.4404305651249998
2018-02-16,DB Upland Well 1,1.140651182582409
2018-02-16,DB Wetland Well Shallow,1.1064576223888887
2018-02-16,DF Wetland Well Shallow,0.7291454231212491
2018-02-16,DK Upland Well 1,0.9283683964162545
2018-02-16,DK Wetland Well Shallow,0.6790389767777777
2018-02-16,GR Wetland Well Shallow,0.3929479299130435
2018-02-16,ND Upland Well 1,0.9920324213955598
2018-02-16,ND Wetland Well Shallow,1.0153427025694441
2018-02-16,P-26 Deep Well,-0.2093406456560835
2018-02-16,QB Upland Well 1,0.8381192285836222
2018-02-16,QB Wetland Well Shallow,0.6742802954722221
2018-02-16,TB Upland Well 2,0.9369925044506068
2018-02-16,TB Upland Well 3,0.9564896354402166
2018-02-16,TB Wetland Well Shallow,0.8249078762937602
2018-02-17,BB Upland Well 1,0.6807533563323411
2018-02-17,BB Wetland Well Shallow,0.4415638233935183
2018-02-17,DB Upland Well 1,1.1283333426564832
2018-02-17,DB Wetland Well Shallow,1.0976854338796294
2018-02-17,DF Wetland Well Shallow,0.72828243786199
2018-02-17,DK Upland Well 1,0.9042667713097731
2018-02-17,DK Wetland Well Shallow,0.6770142896712962
2018-02-17,GR Wetland Well Shallow,0.39053065216666666
2018-02-17,ND Upland Well 1,0.9872169589279673
2018-02-17,ND Wetland Well Shallow,1.012034867796296
2018-02-17,P-26 Deep Well,-0.2299939884431204
2018-02-17,QB Upland Well 1,0.8303880042410294
2018-02-17,QB Wetland Well Shallow,0.6738450261018517
2018-02-17,TB Upland Well 2,0.9161419449830142
2018-02-17,TB Upland Well 3,0.942641507375402
2018-02-17,TB Wetland Well Shallow,0.8191226176178343
2018-02-18,BB Upland Well 1,0.7410042914851188
2018-02-18,BB Wetland Well Shallow,0.457738069685185
2018-02-18,DB Upland Well 1,1.1584742122537055
2018-02-18,DB Wetland Well Shallow,1.1136217455046293
2018-02-18,DF Wetland Well Shallow,0.7448015477925454
2018-02-18,DK Upland Well 1,0.9652878075042174
2018-02-18,DK Wetland Well Shallow,0.6938258609629628
2018-02-18,GR Wetland Well Shallow,0.401424392375
2018-02-18,ND Upland Well 1,1.0135979650946338
2018-02-18,ND Wetland Well Shallow,1.0265704806990739
2018-02-18,P-26 Deep Well,-0.1666545055264537
2018-02-18,QB Upland Well 1,0.8648733059215852
2018-02-18,QB Wetland Well Shallow,0.6901442589074072
2018-02-18,TB Upland Well 2,0.9878565865385698
2018-02-18,TB Upland Well 3,0.9883508104448464
2018-02-18,TB Wetland Well Shallow,0.8341797748122787
2018-02-19,BB Upland Well 1,0.7166690985684523
2018-02-19,BB Wetland Well Shallow,0.45372150590740745
2018-02-19,DB Upland Well 1,1.146991386100928
2018-02-19,DB Wetland Well Shallow,1.1121272183796296
2018-02-19,DF Wetland Well Shallow,0.7445172300286569
2018-02-19,DK Upland Well 1,0.9591280613792177
2018-02-19,DK Wetland Well Shallow,0.6915555676851853
2018-02-19,GR Wetland Well Shallow,0.395993984
2018-02-19,ND Upland Well 1,0.9999538990529675
2018-02-19,ND Wetland Well Shallow,1.0239011511574074
2018-02-19,P-26 Deep Well,-0.1790345436514537
2018-02-19,QB Upland Well 1,0.8589791118799187
2018-02-19,QB Wetland Well Shallow,0.6903967104212964
2018-02-19,TB Upland Well 2,0.9476891784135699
2018-02-19,TB Upland Well 3,0.96443625202818
2018-02-19,TB Wetland Well Shallow,0.83076300467339
2018-02-20,BB Upland Well 1,0.6938944077166007
2018-02-20,BB Wetland Well Shallow,0.44868994305555565
2018-02-20,DB Upland Well 1,1.130964196651854
2018-02-20,DB Wetland Well Shallow,1.1008392484444445
2018-02-20,DF Wetland Well Shallow,0.7408941554268051
2018-02-20,DK Upland Well 1,0.9362521066662548
2018-02-20,DK Wetland Well Shallow,0.6844870433194448
2018-02-20,GR Wetland Well Shallow,0.39074664766666667
2018-02-20,ND Upland Well 1,0.9929069729233381
2018-02-20,ND Wetland Well Shallow,1.017607330736111
2018-02-20,P-26 Deep Well,-0.2089858680727496
2018-02-20,QB Upland Well 1,0.8448015812086225
2018-02-20,QB Wetland Well Shallow,0.6864255855555558
2018-02-20,TB Upland Well 2,0.9186007212283849
2018-02-20,TB Upland Well 3,0.9489812388013283
2018-02-20,TB Wetland Well Shallow,0.824200799613205
2018-02-21,BB Upland Well 1,0.6777488410499337
